site_name,longitude,latitude,ngr,group,order,family,subfamily,tribe,species,ref,input_by,id,habitat,zone,cat,area,lgm,collector,notes,references
Napps Cave,-4.0599792,51.208553,SS56204750,Crustacea:Amphipoda,,Niphargidae,,,Niphargus glenniei,BR10:212,Robert. I. Carthy,2825,Aquatic habitat,,Troglobiont,Cave Devon,SLGM,"Barbour, TF",,
Napps Cave,-4.0599792,51.208553,SS56204750,Insecta:Collembola,Poduromorpha,Onychiuridae,,,Deuteraphorura cebennaria,BR10:212,Robert. I. Carthy,2826,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"Barbour, TF",,
Napps Cave,-4.0599792,51.208553,SS56204750,Myriapoda:Chilopoda,,,,,Lithobius microps,BR10:212,Robert. I. Carthy,2827,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"Barbour, TF",,
Napps Cave,-4.0599792,51.208553,SS56204750,Insecta:Collembola,Entomobryomorpha,Entomobryidae,,,Pseudosinella sp.,BR10:212,Robert. I. Carthy,2828,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"Barbour, TF",,
Napps Cave,-4.0599792,51.208553,SS56204750,Arachnida:Pseudoscorpionida,,,,,Chthonius sp.,BR10:212,Robert. I. Carthy,2829,Terrestrial habitat,,Trogloxene,Cave Devon,SLGM,"Barbour, TF",,
Napps Cave,-4.0599792,51.208553,SS56204750,Crustacea:Isopoda,,Oniscidae,,,Oniscus asellus,BR10:212,Robert. I. Carthy,2830,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"Barbour, TF",,
Napps Cave,-4.0599792,51.208553,SS56204750,Arachnida:Araneae,,Tetragnathidae,,,Meta sp. immature,BR10:213,Robert. I. Carthy,2831,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"Barbour, TF",,
Napps Cave,-4.0599792,51.208553,SS56204750,Insecta:Diptera,,Phoridae,,,Triphleba antricola,BR10:213,Robert. I. Carthy,2832,Terrestrial habitat,DTh,Eutroglophile,Cave Devon,SLGM,"Barbour, TF",,
Napps Cave,-4.0599792,51.208553,SS56204750,Insecta:Diptera,,Sciaridae,,,Bradysia sp.,BR10:213,Robert. I. Carthy,2833,Terrestrial habitat,Th,Eutroglophile,Cave Devon,SLGM,"Barbour, TF",,
Napps Cave,-4.0599792,51.208553,SS56204750,Mollusca:Gastropoda,Pulmonata,Limacidae,,,Limax maximus,BR10:213,Robert. I. Carthy,2834,Terrestrial habitat,,Trogloxene,Cave Devon,SLGM,"Barbour, TF",,
Napps Cave,-4.0599792,51.208553,SS56204750,Mollusca:Gastropoda,Pulmonata,Clausiliidae,,,Clausilia bidentata,BR10:213,Robert. I. Carthy,2835,Terrestrial habitat,,Trogloxene,Cave Devon,SLGM,"Barbour, TF",,
Yealmpton Cave,-3.999856,50.344405,SX57805130,Insecta:Diptera,,Culicidae,,,Culex pipiens,BR10:213,Robert. I. Carthy,2836,Terrestrial habitat,DTh + DZ,Subtroglophile,Cave Devon,SLGM,"Barbour, TF",,
Yealmpton Cave,-3.999856,50.344405,SX57805130,Insecta:Diptera,,Heleomyzidae,Heleomyzinae,Heleomyzini,Heleomyza captiosa,BR10:213,Robert. I. Carthy,2837,Terrestrial habitat,DTh + DZ,Eutroglophile,Cave Devon,SLGM,"Barbour, TF",,
Yealmpton Cave,-3.999856,50.344405,SX57805130,Insecta:Collembola,Entomobryomorpha,Entomobryidae,,,Pseudosinella sp.,BR10:213,Robert. I. Carthy,2838,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"Barbour, TF",,
Torr Bridge Cave,-3.9998938,50.345304,SX57805140,Insecta:Collembola,Entomobryomorpha,Entomobryidae,,,Pseudosinella sp.,BR10:213,Robert. I. Carthy,2840,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"Loze, KR",,
Rift Cave Yealmpton,-4.0040695,50.344332,SX57505130,Myriapoda:Diplopoda,,Julidae,,,Tachypodoiulus niger,BR10:213,Robert. I. Carthy,2842,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"Loze, KR",,
Torr Bridge Cave,-3.9998938,50.345304,SX57805140,Insecta:Collembola,Poduromorpha,Hypogastruridae,,,Schaefferia emucronata group,BR10:214,Robert. I. Carthy,2844,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"Loze, KR",,
Torr Bridge Cave,-3.9998938,50.345304,SX57805140,Arachnida:Pseudoscorpionida,,,,,Roncus lubricus,BR10:214,Robert. I. Carthy,2845,Terrestrial habitat,,Trogloxene,Cave Devon,SLGM,"Loze, KR",,
Radford Cave,-4.1057453,50.355127,SX50305270,Crustacea:Isopoda,,Trichoniscidae,,,Androniscus dentiger,BR10:214,Robert. I. Carthy,2846,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"Loze, KR",,
Radford Cave,-4.1057453,50.355127,SX50305270,Insecta:Collembola,Entomobryomorpha,Entomobryidae,,,Heteromurus nitidus,BR10:214,Robert. I. Carthy,2847,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"Loze, KR",,
Radford Cave,-4.1057453,50.355127,SX50305270,Insecta:Collembola,Entomobryomorpha,Entomobryidae,,,Pseudosinella sp.,BR10:214,Robert. I. Carthy,2848,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"Loze, KR",,
Radford Cave,-4.1057453,50.355127,SX50305270,Insecta:Collembola,Entomobryomorpha,Entomobryidae,,,Heteromurus nitidus,BR10:214,Robert. I. Carthy,2849,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"Loze, KR",,
Radford Cave,-4.1057453,50.355127,SX50305270,Insecta:Collembola,Entomobryomorpha,Entomobryidae,,,Pseudosinella sp.,BR10:214,Robert. I. Carthy,2850,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"Loze, KR",,
Radford Cave,-4.1057453,50.355127,SX50305270,Insecta:Collembola,Entomobryomorpha,Entomobryidae,,,Pseudosinella sp.,BR10:214,Robert. I. Carthy,2851,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"Loze, KR",,
Radford Cave,-4.1057453,50.355127,SX50305270,Arachnida:Acari,Mesostigmata,Parasitidae,,,Eugamasus loricatus,BR10:214,Robert. I. Carthy,2852,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"Loze, KR",,
Radford Cave,-4.1057453,50.355127,SX50305270,Insecta:Collembola,Entomobryomorpha,Entomobryidae,,,Heteromurus nitidus,BR10:214,Robert. I. Carthy,2853,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"Loze, KR",,
Torr Bridge Cave,-3.9998938,50.345304,SX57805140,Insecta:Diptera,,Mycetophilidae,Sciophilinae,Gnoristini,Speolepta leptogaster larva,BR10:214,Robert. I. Carthy,2854,Terrestrial habitat,DTh,Eutroglophile,Cave Devon,SLGM,"Poole, S",,
Torr Bridge Cave,-3.9998938,50.345304,SX57805140,Crustacea:Isopoda,,Trichoniscidae,,,Androniscus dentiger,BR10:215,Robert. I. Carthy,2855,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"Poole, S",,
Torr Bridge Cave,-3.9998938,50.345304,SX57805140,Crustacea:Isopoda,,Trichoniscidae,,,Androniscus dentiger,BR10:215,Robert. I. Carthy,2856,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"Poole, S",,
Torr Bridge Cave,-3.9998938,50.345304,SX57805140,Insecta:Diptera,,Heleomyzidae,Heleomyzinae,Heleomyzini,Heleomyza captiosa,BR10:215,Robert. I. Carthy,2857,Terrestrial habitat,DTh,Eutroglophile,Cave Devon,SLGM,"Poole, S",,
Torr Bridge Cave,-3.9998938,50.345304,SX57805140,Arachnida:Acari,Ixodida,Ixodidae,,,Ixodes vespertilionis,BR10:215,Robert. I. Carthy,2858,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"Poole, S",Fauna Europaea 2.4,
Torr Bridge Cave,-3.9998938,50.345304,SX57805140,Myriapoda:Diplopoda,,Polydesmidae,,,Brachydesmus superus,BR10:215,Robert. I. Carthy,2860,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"Poole, S",,
Easegill Caverns,-2.5168075,54.220913,SD66408070,Insecta:Trichoptera,,Philopotamidae,,caseless,Wormaldia sp.,BR10:215,Robert. I. Carthy,2863,Terrestrial habitat,DZ,Trogloxene,Cave Yorkshire Dales,NLGM,"Moseley, CM",,
Dunald Mill Hole,-2.7419725,54.102268,SD51586763,Crustacea:Copepoda,Cyclopoida,Cyclopidae,,,Megacyclops viridis,BR10:215,Robert. I. Carthy,2864,Aquatic habitat,,Eutroglophile,Cave Yorkshire Dales,NLGM,"Moseley, CM",,
Dunald Mill Hole,-2.7419725,54.102268,SD51586763,Mollusca:Gastropoda,Pulmonata,Lymnaeidae,,,Galba truncatula,BR10:216,Robert. I. Carthy,2865,Aquatic habitat,,Trogloxene,Cave Yorkshire Dales,NLGM,"Moseley, CM",,
Dunald Mill Hole,-2.7419725,54.102268,SD51586763,Insecta:Collembola,Poduromorpha,Onychiuridae,,,Onychiurus ambulans,BR10:216,Robert. I. Carthy,2866,Terrestrial habitat,,Eutroglophile,Cave Yorkshire Dales,NLGM,"Moseley, CM",,
Dunald Mill Hole,-2.7419725,54.102268,SD51586763,Insecta:Collembola,Poduromorpha,Neanuridae,,,Anurida granaria,BR10:216,Robert. I. Carthy,2867,Terrestrial habitat,,Eutroglophile,Cave Yorkshire Dales,NLGM,"Moseley, CM",,
Dunald Mill Hole,-2.7419725,54.102268,SD51586763,Insecta:Hemiptera,Heteroptera,Veliidae,,,Velia caprai,BR10:216,Robert. I. Carthy,2869,Aquatic habitat,ng,Eutroglophile,Cave Yorkshire Dales,NLGM,"Moseley, CM",,
Dunald Mill Hole,-2.7419725,54.102268,SD51586763,Insecta:Diptera,,Culicidae,,,Culex pipiens,BR10:216,Robert. I. Carthy,2870,Terrestrial habitat,DTh,Subtroglophile,Cave Yorkshire Dales,NLGM,"Moseley, CM",,
Dunald Mill Hole,-2.7419725,54.102268,SD51586763,Insecta:Diptera,,Heleomyzidae,Heleomyzinae,Heleomyzini,Heleomyza captiosa,BR10:216,Robert. I. Carthy,2871,Terrestrial habitat,DTh,Eutroglophile,Cave Yorkshire Dales,NLGM,"Moseley, CM",,
Dunald Mill Hole,-2.7419725,54.102268,SD51586763,Insecta:Coleoptera,Polyphaga,Staphylinidae,,,Lathrobium geminum,BR10:216,Robert. I. Carthy,2872,Terrestrial habitat,,Trogloxene,Cave Yorkshire Dales,NLGM,"Moseley, CM",,
Dunald Mill Hole,-2.7419725,54.102268,SD51586763,Insecta:Coleoptera,Adephaga,Carabidae,Trechinae,Bembidiini,Bembidion guttula,BR10:216,Robert. I. Carthy,2873,Terrestrial habitat,,Trogloxene,Cave Yorkshire Dales,NLGM,"Moseley, CM",,
Dunald Mill Hole,-2.7419725,54.102268,SD51586763,Insecta:Coleoptera,Polyphaga,Staphylinidae,,,Atheta graminicola,BR10:216,Robert. I. Carthy,2874,Terrestrial habitat,,Trogloxene,Cave Yorkshire Dales,NLGM,"Moseley, CM",,
Dunald Mill Hole,-2.7419725,54.102268,SD51586763,Arachnida:Araneae,,Tetragnathidae,,,Meta menardi,BR10:216,Robert. I. Carthy,2875,Terrestrial habitat,,Eutroglophile,Cave Yorkshire Dales,NLGM,"Moseley, CM",,
Providence Pot,-2.0122137,54.15192,SD99307290,Insecta:Coleoptera,Polyphaga,Staphylinidae,Oxytelinae,Thinobiini,Ochthephilus aureus,BR10:217,Robert. I. Carthy,2876,Terrestrial habitat,,Eutroglophile,Cave Yorkshire Dales,NLGM,"Moseley, CM",,
Providence Pot,-2.0122137,54.15192,SD99307290,Insecta:Diptera,,Trichoceridae,,,Trichocera maculipennis,BR10:217,Robert. I. Carthy,2877,Terrestrial habitat,DZ,Eutroglophile,Cave Yorkshire Dales,NLGM,"Moseley, CM",,
Windy Scout Mine,-2.7977283,54.154669,SD48007350,Crustacea:Isopoda,,Trichoniscidae,,,Androniscus dentiger,BR10:217,Robert. I. Carthy,2878,Terrestrial habitat,,Eutroglophile,Mine (various types),NLGM,"Moseley, CM",,
Grizedale Wood Drainage Level,-2.7940021,54.159997,SD48257409,Crustacea:Isopoda,,Trichoniscidae,,,Trichoniscoides saeroeensis,BR10:217,Robert. I. Carthy,2880,Terrestrial habitat,,Eutroglophile,Mine (various types),NLGM,"Moseley, CM",,
Grizedale Wood Drainage Level,-2.7940021,54.159997,SD48257409,Insecta:Diptera,,Heleomyzidae,Heleomyzinae,Heleomyzini,Heleomyza captiosa,BR10:217,Robert. I. Carthy,2881,Terrestrial habitat,DTh + DZ,Eutroglophile,Mine (various types),NLGM,"Moseley, CM",,
Crag Foot Mine,-2.7931351,54.1547,SD48307350,Crustacea:Isopoda,,Trichoniscidae,,,Trichoniscoides saeroeensis,BR10:217,Robert. I. Carthy,2882,Terrestrial habitat,,Eutroglophile,Mine (various types),NLGM,"Moseley, CM",,
Hale Moss Cave,-2.7677844,54.191444,SD50007757,Insecta:Coleoptera,Polyphaga,Staphylinidae,Staphylininae,Staphylinini,Quedius mesomelinus,BR10:217,Robert. I. Carthy,2883,Terrestrial habitat,,Eutroglophile,Cave Morecambe Bay,,"Moseley, CM",,
Hale Moss Cave,-2.7677844,54.191444,SD50007757,Myriapoda:Diplopoda,,Craspedosomatidae,,,Nanogona polydesmoides,BR10:217,Robert. I. Carthy,2884,Terrestrial habitat,,Eutroglophile,Cave Morecambe Bay,,"Moseley, CM",,
Hale Moss Cave,-2.7677844,54.191444,SD50007757,Myriapoda:Diplopoda,,Polydesmidae,,,Polydesmus angustus,BR10:217,Robert. I. Carthy,2885,Terrestrial habitat,,Trogloxene,Cave Morecambe Bay,,"Moseley, CM",,
Hale Moss Cave,-2.7677844,54.191444,SD50007757,Crustacea:Isopoda,,Trichoniscidae,,,Androniscus dentiger,BR10:217,Robert. I. Carthy,2886,Terrestrial habitat,,Eutroglophile,Cave Morecambe Bay,,"Moseley, CM",,
Hale Moss Cave,-2.7677844,54.191444,SD50007757,Myriapoda:Diplopoda,,Blaniulidae,,,Blaniulus guttulatus,BR10:217,Robert. I. Carthy,2887,Terrestrial habitat,,Eutroglophile,Cave Morecambe Bay,,"Moseley, CM",,
Hale Moss Cave,-2.7677844,54.191444,SD50007757,Insecta:Diptera,,Sphaeroceridae,Limosininae,,Limosina sp. imm,BR10:218,Robert. I. Carthy,2888,Terrestrial habitat,DZ,Eutroglophile,Cave Morecambe Bay,,"Moseley, CM",,
Hale Moss Cave,-2.7677844,54.191444,SD50007757,Arachnida:Araneae,,Tetragnathidae,,,Meta menardi,BR10:218,Robert. I. Carthy,2889,Terrestrial habitat,,Eutroglophile,Cave Morecambe Bay,,"Moseley, CM",,
Hale Moss Cave,-2.7677844,54.191444,SD50007757,Insecta:Diptera,,Sphaeroceridae,Copromyzinae,,Copromyza equina,BR10:218,Robert. I. Carthy,2890,Terrestrial habitat,DTh,Trogloxene,Cave Morecambe Bay,,"Moseley, CM",,
Hale Moss Cave,-2.7677844,54.191444,SD50007757,Insecta:Diptera,,Heleomyzidae,Heleomyzinae,Heleomyzini,Scoliocentra scutellaris,BR10:218,Robert. I. Carthy,2891,Terrestrial habitat,DTh,Trogloxene,Cave Morecambe Bay,,"Moseley, CM",,
Dog Holes Warton,-2.7925968,54.150569,SD48337304,Arachnida:Araneae,,Tetragnathidae,,,Meta menardi,BR10:218,Robert. I. Carthy,2892,Terrestrial habitat,,Eutroglophile,Cave Morecambe Bay,,"Moseley, CM",,
Hazel Grove Caves,-2.7692216,54.186312,SD49907700,Turbellaria:Tricladida,,,,,Phagocata vitta,BR10:218,Robert. I. Carthy,2893,Aquatic habitat,,Eutroglophile,Cave Morecambe Bay,,"Moseley, CM",,
Hazel Grove Caves,-2.7692216,54.186312,SD49907700,Crustacea:Amphipoda,,Gammaridae,,,Gammarus pulex,BR10:218,Robert. I. Carthy,2894,Aquatic habitat,,Eutroglophile,Cave Morecambe Bay,,"Moseley, CM",,
Easegill Caverns,-2.5168075,54.220913,SD66408070,Crustacea:Amphipoda,,Gammaridae,,,Gammarus pulex,BR10:218,Robert. I. Carthy,2896,Aquatic habitat,,Eutroglophile,Cave Yorkshire Dales,NLGM,"Moseley, CM",,
Hazel Grove Caves,-2.7692216,54.186312,SD49907700,Arachnida:Araneae,,Tetragnathidae,,,Meta menardi,BR10:218,Robert. I. Carthy,2897,Terrestrial habitat,,Eutroglophile,Cave Morecambe Bay,,"Moseley, CM",,
Hazel Grove Caves,-2.7692216,54.186312,SD49907700,Crustacea:Isopoda,,Trichoniscidae,,,Trichoniscus pusillus,BR10:218,Robert. I. Carthy,2898,Terrestrial habitat,,Trogloxene,Cave Morecambe Bay,,"Moseley, CM",,
Hazel Grove Caves,-2.7692216,54.186312,SD49907700,Crustacea:Amphipoda,,Gammaridae,,,Gammarus pulex,BR10:219,Robert. I. Carthy,2899,Aquatic habitat,,Eutroglophile,Cave Morecambe Bay,,"Moseley, CM",,
Hazel Grove Caves,-2.7692216,54.186312,SD49907700,Mollusca:Bivalvia,,Sphaeriidae,,,Pisidium personatum,BR10:219,Robert. I. Carthy,2900,Aquatic habitat,,Eutroglophile,Cave Morecambe Bay,,"Moseley, CM",,
Hazel Grove Caves,-2.7692216,54.186312,SD49907700,Insecta:Diptera,,Heleomyzidae,Heleomyzinae,Heleomyzini,Heleomyza captiosa,BR10:219,Robert. I. Carthy,2901,Terrestrial habitat,DZ,Eutroglophile,Cave Morecambe Bay,,"Moseley, CM",,
Hazel Grove Caves,-2.7692216,54.186312,SD49907700,Insecta:Collembola,Poduromorpha,Hypogastruridae,,,Schaefferia emucronata group,BR10:219,Robert. I. Carthy,2902,Terrestrial habitat,,Eutroglophile,Cave Morecambe Bay,,"Moseley, CM",,
Un-named Trial Level at Ambleside,-2.9307409,54.41795,NY39700290,Arachnida:Araneae,,Tetragnathidae,,,Metellina merianae,BR10:219,Robert. I. Carthy,2903,Terrestrial habitat,,Eutroglophile,Mine (various types),NLGM,"Moseley, CM",,
Moss House Mine,-2.7968614,54.157371,SD48067380,Insecta:Collembola,Poduromorpha,Hypogastruridae,,,Schaefferia emucronata group,BR10:219,Robert. I. Carthy,2906,Terrestrial habitat,,Eutroglophile,Mine (various types),NLGM,"Moseley, CM",,
Moss House Mine,-2.7968614,54.157371,SD48067380,Insecta:Collembola,Poduromorpha,Hypogastruridae,,,Ceratophysella denticulata,BR10:219,Robert. I. Carthy,2907,Terrestrial habitat,,Eutroglophile,Mine (various types),NLGM,"Moseley, CM",,
Moss House Mine,-2.7968614,54.157371,SD48067380,Insecta:Collembola,Poduromorpha,Hypogastruridae,,,Ceratophysella denticulata,BR10:219,Robert. I. Carthy,2908,Terrestrial habitat,,Eutroglophile,Mine (various types),NLGM,"Moseley, CM",,
Moss House Mine,-2.7968614,54.157371,SD48067380,Insecta:Collembola,Poduromorpha,Hypogastruridae,,,Hypogastrura purpurescens,BR10:219,Robert. I. Carthy,2910,Terrestrial habitat,,Eutroglophile,Mine (various types),NLGM,"Moseley, CM",,
Moss House Mine,-2.7968614,54.157371,SD48067380,Insecta:Collembola,Poduromorpha,Onychiuridae,,,Deuteraphorura cebennaria,BR10:220,Robert. I. Carthy,2911,Terrestrial habitat,,Eutroglophile,Mine (various types),NLGM,"Moseley, CM",,
Crag Foot Mine,-2.7931351,54.1547,SD48307350,Insecta:Diptera,,Heleomyzidae,Heleomyzinae,Heleomyzini,Heleomyza captiosa,BR10:220,Robert. I. Carthy,2913,Terrestrial habitat,DZ,Eutroglophile,Mine (various types),NLGM,"Moseley, CM",,
Crag Foot Mine,-2.7931351,54.1547,SD48307350,Myriapoda:Diplopoda,,Craspedosomatidae,,,Nanogona polydesmoides,BR10:220,Robert. I. Carthy,2914,Terrestrial habitat,,Eutroglophile,Mine (various types),NLGM,"Moseley, CM",,
Crag Foot Mine,-2.7931351,54.1547,SD48307350,Insecta:Coleoptera,Polyphaga,Staphylinidae,Staphylininae,Quediini,Quedius sp. larva,BR10:220,Robert. I. Carthy,2915,Terrestrial habitat,,Eutroglophile,Mine (various types),NLGM,"Moseley, CM",,
Crag Foot Mine,-2.7931351,54.1547,SD48307350,Insecta:Collembola,Poduromorpha,Hypogastruridae,,,Schaefferia emucronata group,BR10:220,Robert. I. Carthy,2916,Terrestrial habitat,,Eutroglophile,Mine (various types),NLGM,"Moseley, CM",,
Crag Foot Mine,-2.7931351,54.1547,SD48307350,Insecta:Collembola,Poduromorpha,Onychiuridae,,,Deuteraphorura cebennaria,BR10:220,Robert. I. Carthy,2917,Terrestrial habitat,,Eutroglophile,Mine (various types),NLGM,"Moseley, CM",,
Crag Foot Mine,-2.7931351,54.1547,SD48307350,Insecta:Collembola,Poduromorpha,Onychiuridae,,,Oligaphorura schoetti,BR10:220,Robert. I. Carthy,2918,Terrestrial habitat,,Troglobiont,Mine (various types),NLGM,"Moseley, CM",,
Crag Foot Mine,-2.7931351,54.1547,SD48307350,Insecta:Collembola,Poduromorpha,Hypogastruridae,,,Schaefferia emucronata group,BR10:220,Robert. I. Carthy,2919,Terrestrial habitat,,Eutroglophile,Mine (various types),NLGM,"Moseley, CM",,
Crag Foot Mine,-2.7931351,54.1547,SD48307350,Crustacea:Copepoda,Cyclopoida,Cyclopidae,,,Diacyclops bisetosus,BR10:220,Robert. I. Carthy,2921,Aquatic habitat,,Eutroglophile,Mine (various types),NLGM,"Moseley, CM",,
Crag Foot Mine,-2.7931351,54.1547,SD48307350,Insecta:Collembola,Poduromorpha,Onychiuridae,,,Oligaphorura schoetti,BR10:220,Robert. I. Carthy,2922,Terrestrial habitat,,Troglobiont,Mine (various types),NLGM,"Moseley, CM",,
Crag Foot Mine,-2.7931351,54.1547,SD48307350,Insecta:Diptera,,Mycetophilidae,Sciophilinae,Gnoristini,Speolepta leptogaster,BR10:221,Robert. I. Carthy,2923,Terrestrial habitat,DZ,Eutroglophile,Mine (various types),NLGM,"Moseley, CM",,
Grizedale Wood Drainage Level,-2.7940021,54.159997,SD48257409,Crustacea:Isopoda,,Trichoniscidae,,,Androniscus dentiger,BR10:221,Robert. I. Carthy,2924,Terrestrial habitat,,Eutroglophile,Mine (various types),NLGM,"Moseley, CM",,
Grizedale Wood Drainage Level,-2.7940021,54.159997,SD48257409,Insecta:Diptera,,Sciaridae,,,Bradysia sp.,BR10:221,Robert. I. Carthy,2925,Terrestrial habitat,DZ,Eutroglophile,Mine (various types),NLGM,"Moseley, CM",,
Grizedale Wood Drainage Level,-2.7940021,54.159997,SD48257409,Crustacea:Isopoda,,Trichoniscidae,,,Trichoniscoides saeroeensis,BR10:221,Robert. I. Carthy,2926,Terrestrial habitat,,Eutroglophile,Mine (various types),NLGM,"Moseley, CM",,
Crag Foot Mine,-2.7931351,54.1547,SD48307350,Turbellaria:Tricladida,,,,,Phagocata vitta,BR10:221,Robert. I. Carthy,2927,Aquatic habitat,,Eutroglophile,Mine (various types),NLGM,"Moseley, CM",,
Crag Foot Mine,-2.7931351,54.1547,SD48307350,Insecta:Diptera,,Mycetophilidae,Sciophilinae,Gnoristini,Speolepta leptogaster,BR10:221,Robert. I. Carthy,2928,Terrestrial habitat,DZ,Eutroglophile,Mine (various types),NLGM,"Moseley, CM",,
Crag Foot Mine,-2.7931351,54.1547,SD48307350,Myriapoda:Diplopoda,,Craspedosomatidae,,,Nanogona polydesmoides,BR10:221,Robert. I. Carthy,2929,Terrestrial habitat,,Eutroglophile,Mine (various types),NLGM,"Moseley, CM",,
Crag Foot Mine,-2.7931351,54.1547,SD48307350,Crustacea:Isopoda,,Trichoniscidae,,,Trichoniscus pygmaeus,BR10:221,Robert. I. Carthy,2931,Terrestrial habitat,,Trogloxene,Mine (various types),NLGM,"Moseley, CM",,
Crag Foot Mine,-2.7931351,54.1547,SD48307350,Insecta:Collembola,Poduromorpha,Onychiuridae,,,Oligaphorura schoetti,BR10:221,Robert. I. Carthy,2932,Terrestrial habitat,,Troglobiont,Mine (various types),NLGM,"Moseley, CM",,
Moss House Mine,-2.7968614,54.157371,SD48067380,Insecta:Collembola,Poduromorpha,Onychiuridae,,,Oligaphorura schoetti,BR10:221,Robert. I. Carthy,2933,Terrestrial habitat,,Troglobiont,Mine (various types),NLGM,"Moseley, CM",,
Moss House Mine,-2.7968614,54.157371,SD48067380,Insecta:Trichoptera,,Limnephilidae,,cased,Stenophylax permistus,BR10:221,Robert. I. Carthy,2934,Terrestrial habitat,DZ,Subtroglophile,Mine (various types),NLGM,"Moseley, CM",,
Moss House Mine,-2.7968614,54.157371,SD48067380,Insecta:Diptera,,Heleomyzidae,Heleomyzinae,Heleomyzini,Heleomyza captiosa,BR10:222,Robert. I. Carthy,2935,Terrestrial habitat,DTh,Eutroglophile,Mine (various types),NLGM,"Moseley, CM",,
Moss House Mine,-2.7968614,54.157371,SD48067380,Insecta:Diptera,,Heleomyzidae,Heleomyzinae,Heleomyzini,Scoliocentra villosa,BR10:222,Robert. I. Carthy,2936,Terrestrial habitat,DZ,Eutroglophile,Mine (various types),NLGM,"Moseley, CM",,
Easegill Caverns,-2.5168075,54.220913,SD66408070,Myriapoda:Diplopoda,,Polydesmidae,,,Brachydesmus superus,BR10:222,Robert. I. Carthy,2937,Terrestrial habitat,,Eutroglophile,Cave Yorkshire Dales,NLGM,"Moseley, CM",,
Moss House Mine,-2.7968614,54.157371,SD48067380,Crustacea:Isopoda,,Trichoniscidae,,,Trichoniscoides saeroeensis,BR10:222,Robert. I. Carthy,2938,Terrestrial habitat,,Eutroglophile,Mine (various types),NLGM,"Moseley, CM",,
Moss House Mine,-2.7968614,54.157371,SD48067380,Insecta:Collembola,Entomobryomorpha,Entomobryidae,,,Pseudosinella sp.,BR10:222,Robert. I. Carthy,2939,Terrestrial habitat,,Eutroglophile,Mine (various types),NLGM,"Moseley, CM",,
Crag Foot Mine,-2.7931351,54.1547,SD48307350,Crustacea:Isopoda,,Trichoniscidae,,,Trichoniscus pygmaeus,BR10:222,Robert. I. Carthy,2940,Terrestrial habitat,,Trogloxene,Mine (various types),NLGM,"Moseley, CM",,
Crag Foot Mine,-2.7931351,54.1547,SD48307350,Insecta:Diptera,,Mycetophilidae,Sciophilinae,Gnoristini,Speolepta leptogaster larva,BR10:222,Robert. I. Carthy,2941,Terrestrial habitat,DZ,Eutroglophile,Mine (various types),NLGM,"Moseley, CM",,
Crag Foot Mine,-2.7931351,54.1547,SD48307350,Myriapoda:Diplopoda,,Craspedosomatidae,,,Nanogona polydesmoides,BR10:222,Robert. I. Carthy,2942,Terrestrial habitat,,Eutroglophile,Mine (various types),NLGM,"Moseley, CM",,
